Code,Name,Category,Price,Stock,Unit,Description
P0491,Croissant 495g,Panadería,13522.24,222,litro,"Croissant 495g de alta calidad, categoría panadería."
P0492,Espinaca 267g,Verduras,15333.25,79,unidad,"Espinaca 267g de alta calidad, categoría verduras."
P0493,Suavizante de ropa 443g,Limpieza,14065.79,72,kg,"Suavizante de ropa 443g de alta calidad, categoría limpieza."
P0494,Donas glaseadas 269g,Panadería,12124.87,132,kg,"Donas glaseadas 269g de alta calidad, categoría panadería."
P0495,Lasaña congelada 245g,Congelado,6381.16,27,paquete,"Lasaña congelada 245g de alta calidad, categoría congelado."
P0496,Toallas desinfectantes 280g,Limpieza,2975.63,37,litro,"Toallas desinfectantes 280g de alta calidad, categoría limpieza."
P0497,Lechuga 193g,Verduras,19521.24,282,litro,"Lechuga 193g de alta calidad, categoría verduras."
P0498,Enjuague bucal 292g,Cuidado personal,19337.16,99,kg,"Enjuague bucal 292g de alta calidad, categoría cuidado personal."
P0499,Melón 218g,Frutas,3958.73,215,unidad,"Melón 218g de alta calidad, categoría frutas."
P0500,Té verde 273g,Bebidas,14260.39,48,kg,"Té verde 273g de alta calidad, categoría bebidas."
P0501,Pepino 369g,Verduras,5130.63,44,kg,"Pepino 369g de alta calidad, categoría verduras."
P0502,Queque de chocolate 223g,Panadería,11132.99,45,paquete,"Queque de chocolate 223g de alta calidad, categoría panadería."
P0503,Apio 453g,Verduras,1562.71,61,paquete,"Apio 453g de alta calidad, categoría verduras."
P0504,Leche entera 283g,Lácteos,14104.62,281,paquete,"Leche entera 283g de alta calidad, categoría lácteos."
P0505,Agua con gas 431g,Bebidas,18420.26,268,paquete,"Agua con gas 431g de alta calidad, categoría bebidas."
P0506,Pasta corta 186g,Abarrotes,1675.3,28,litro,"Pasta corta 186g de alta calidad, categoría abarrotes."
P0507,Agua embotellada 74g,Bebidas,3789.76,289,paquete,"Agua embotellada 74g de alta calidad, categoría bebidas."
P0508,Espinaca 152g,Verduras,3406.62,185,unidad,"Espinaca 152g de alta calidad, categoría verduras."
P0509,Zanahoria 31g,Verduras,15994.89,64,litro,"Zanahoria 31g de alta calidad, categoría verduras."
P0510,Atún en lata 80g,Abarrotes,7452.31,49,litro,"Atún en lata 80g de alta calidad, categoría abarrotes."
P0511,Galletas de avena 485g,Panadería,11558.3,116,kg,"Galletas de avena 485g de alta calidad, categoría panadería."
P0512,Detergente líquido 428g,Limpieza,17413.59,139,paquete,"Detergente líquido 428g de alta calidad, categoría limpieza."
P0513,Salchichas 218g,Carnes,2063.86,166,unidad,"Salchichas 218g de alta calidad, categoría carnes."
P0514,Donas glaseadas 267g,Panadería,9766.61,82,litro,"Donas glaseadas 267g de alta calidad, categoría panadería."
P0515,Detergente líquido 257g,Limpieza,6153.18,97,kg,"Detergente líquido 257g de alta calidad, categoría limpieza."
P0516,Salchichas 293g,Carnes,13050.73,166,unidad,"Salchichas 293g de alta calidad, categoría carnes."
P0517,Zanahoria 279g,Verduras,17632.6,163,kg,"Zanahoria 279g de alta calidad, categoría verduras."
P0518,Pasta dental 466g,Cuidado personal,14010.8,181,litro,"Pasta dental 466g de alta calidad, categoría cuidado personal."
P0519,Pasta dental 334g,Cuidado personal,6494.27,192,unidad,"Pasta dental 334g de alta calidad, categoría cuidado personal."
P0520,Cepillo dental 121g,Cuidado personal,13486.52,213,unidad,"Cepillo dental 121g de alta calidad, categoría cuidado personal."
P0521,Frijoles negros 44g,Abarrotes,2287.47,27,paquete,"Frijoles negros 44g de alta calidad, categoría abarrotes."
P0522,Acondicionador 72g,Cuidado personal,14660.21,215,unidad,"Acondicionador 72g de alta calidad, categoría cuidado personal."
P0523,Mango 17g,Frutas,17363.13,174,paquete,"Mango 17g de alta calidad, categoría frutas."
P0524,Espinaca 299g,Verduras,2361.38,300,kg,"Espinaca 299g de alta calidad, categoría verduras."
P0525,Helado de vainilla 6g,Congelado,4506.22,163,unidad,"Helado de vainilla 6g de alta calidad, categoría congelado."
P0526,Tocino ahumado 248g,Carnes,15347.83,218,litro,"Tocino ahumado 248g de alta calidad, categoría carnes."
P0527,Té verde 105g,Bebidas,17161.11,126,litro,"Té verde 105g de alta calidad, categoría bebidas."
P0528,Cepillo dental 7g,Cuidado personal,9346.65,91,kg,"Cepillo dental 7g de alta calidad, categoría cuidado personal."
P0529,Pizza congelada 225g,Congelado,17453.35,284,kg,"Pizza congelada 225g de alta calidad, categoría congelado."
P0530,Espinaca 361g,Verduras,8829.4,210,litro,"Espinaca 361g de alta calidad, categoría verduras."
P0531,Papaya 346g,Frutas,9637.05,21,paquete,"Papaya 346g de alta calidad, categoría frutas."
P0532,Lechuga 458g,Verduras,2259.24,286,litro,"Lechuga 458g de alta calidad, categoría verduras."
P0533,Melón 420g,Frutas,12544.4,25,kg,"Melón 420g de alta calidad, categoría frutas."
P0534,Manzana 138g,Frutas,12962.04,162,kg,"Manzana 138g de alta calidad, categoría frutas."
P0535,Leche condensada 74g,Lácteos,16222.35,199,paquete,"Leche condensada 74g de alta calidad, categoría lácteos."
P0536,Filete de pescado 116g,Carnes,1200.33,143,litro,"Filete de pescado 116g de alta calidad, categoría carnes."
P0537,Lomo de res 193g,Carnes,3389.74,192,paquete,"Lomo de res 193g de alta calidad, categoría carnes."
P0538,Agua embotellada 73g,Bebidas,13872.3,59,kg,"Agua embotellada 73g de alta calidad, categoría bebidas."
P0539,Agua embotellada 10g,Bebidas,1305.43,182,litro,"Agua embotellada 10g de alta calidad, categoría bebidas."
P0540,Desodorante 122g,Cuidado personal,12036.85,88,litro,"Desodorante 122g de alta calidad, categoría cuidado personal."
P0541,Queso mozzarella 382g,Lácteos,15006.73,236,unidad,"Queso mozzarella 382g de alta calidad, categoría lácteos."
P0542,Chuleta de cerdo 497g,Carnes,1777.46,256,kg,"Chuleta de cerdo 497g de alta calidad, categoría carnes."
P0543,Harina de trigo 462g,Abarrotes,11449.58,37,paquete,"Harina de trigo 462g de alta calidad, categoría abarrotes."
P0544,Agua con gas 314g,Bebidas,16294.29,14,kg,"Agua con gas 314g de alta calidad, categoría bebidas."
P0545,Té verde 150g,Bebidas,3135.89,193,unidad,"Té verde 150g de alta calidad, categoría bebidas."
P0546,Sal yodada 306g,Abarrotes,6985.49,248,paquete,"Sal yodada 306g de alta calidad, categoría abarrotes."
P0547,Pimiento 441g,Verduras,14766.87,158,unidad,"Pimiento 441g de alta calidad, categoría verduras."
P0548,Jugo de naranja 43g,Bebidas,12297.83,159,kg,"Jugo de naranja 43g de alta calidad, categoría bebidas."
P0549,Mango 210g,Frutas,6219.53,152,unidad,"Mango 210g de alta calidad, categoría frutas."
P0550,Cepillo dental 171g,Cuidado personal,17617.32,178,kg,"Cepillo dental 171g de alta calidad, categoría cuidado personal."
P0551,Limpiavidrios 83g,Limpieza,16250.58,34,litro,"Limpiavidrios 83g de alta calidad, categoría limpieza."
P0552,Pan de centeno 327g,Panadería,8976.2,30,unidad,"Pan de centeno 327g de alta calidad, categoría panadería."
P0553,Papaya 385g,Frutas,6133.62,97,kg,"Papaya 385g de alta calidad, categoría frutas."
P0554,Suavizante de ropa 43g,Limpieza,19366.44,11,kg,"Suavizante de ropa 43g de alta calidad, categoría limpieza."
P0555,Pimiento 476g,Verduras,19106.93,15,unidad,"Pimiento 476g de alta calidad, categoría verduras."
P0556,Pasta dental 412g,Cuidado personal,16706.06,218,litro,"Pasta dental 412g de alta calidad, categoría cuidado personal."
P0557,Toallas desinfectantes 474g,Limpieza,9278.35,36,unidad,"Toallas desinfectantes 474g de alta calidad, categoría limpieza."
P0558,Harina de trigo 400g,Abarrotes,8497.09,123,kg,"Harina de trigo 400g de alta calidad, categoría abarrotes."
P0559,Café frío 176g,Bebidas,18028.56,269,litro,"Café frío 176g de alta calidad, categoría bebidas."
P0560,Queso cheddar 487g,Lácteos,3157.23,95,litro,"Queso cheddar 487g de alta calidad, categoría lácteos."
P0561,Queque de chocolate 279g,Panadería,3383.89,256,litro,"Queque de chocolate 279g de alta calidad, categoría panadería."
P0562,Queso fresco 53g,Lácteos,17073.47,196,kg,"Queso fresco 53g de alta calidad, categoría lácteos."
P0563,Cepillo dental 482g,Cuidado personal,17457.74,31,litro,"Cepillo dental 482g de alta calidad, categoría cuidado personal."
P0564,Vinagre blanco 379g,Abarrotes,17083.6,218,paquete,"Vinagre blanco 379g de alta calidad, categoría abarrotes."
P0565,Queso mozzarella 21g,Lácteos,2939.9,254,litro,"Queso mozzarella 21g de alta calidad, categoría lácteos."
P0566,Tocino ahumado 158g,Carnes,12828.88,57,unidad,"Tocino ahumado 158g de alta calidad, categoría carnes."
P0567,Bollos dulces 421g,Panadería,2184.49,216,paquete,"Bollos dulces 421g de alta calidad, categoría panadería."
P0568,Limpiavidrios 232g,Limpieza,3363.35,13,litro,"Limpiavidrios 232g de alta calidad, categoría limpieza."
P0569,Limpiador multiusos 146g,Limpieza,7734.31,222,paquete,"Limpiador multiusos 146g de alta calidad, categoría limpieza."
P0570,Harina de trigo 90g,Abarrotes,9437.86,296,unidad,"Harina de trigo 90g de alta calidad, categoría abarrotes."
P0571,Pechuga de pollo 475g,Carnes,15113.53,105,paquete,"Pechuga de pollo 475g de alta calidad, categoría carnes."
P0572,Chorizo 113g,Carnes,9794.26,113,litro,"Chorizo 113g de alta calidad, categoría carnes."
P0573,Crema corporal 94g,Cuidado personal,2559.69,224,paquete,"Crema corporal 94g de alta calidad, categoría cuidado personal."
P0574,Piña 217g,Frutas,13285.63,141,kg,"Piña 217g de alta calidad, categoría frutas."
P0575,Papas fritas congeladas 347g,Congelado,9731.93,170,unidad,"Papas fritas congeladas 347g de alta calidad, categoría congelado."
P0576,Bebida energética 183g,Bebidas,5935.67,288,unidad,"Bebida energética 183g de alta calidad, categoría bebidas."
P0577,Café frío 47g,Bebidas,1599.21,97,unidad,"Café frío 47g de alta calidad, categoría bebidas."
P0578,Piña 128g,Frutas,17477.42,227,unidad,"Piña 128g de alta calidad, categoría frutas."
P0579,Tocino ahumado 69g,Carnes,18443.52,94,unidad,"Tocino ahumado 69g de alta calidad, categoría carnes."
P0580,Salsa de tomate 260g,Abarrotes,17036.49,241,paquete,"Salsa de tomate 260g de alta calidad, categoría abarrotes."
P0581,Mantequilla 89g,Lácteos,14068.75,82,unidad,"Mantequilla 89g de alta calidad, categoría lácteos."
P0582,Naranja 14g,Frutas,9930.69,248,kg,"Naranja 14g de alta calidad, categoría frutas."
P0583,Fresa 249g,Frutas,18402.18,286,unidad,"Fresa 249g de alta calidad, categoría frutas."
P0584,Cloro 199g,Limpieza,8369.48,213,unidad,"Cloro 199g de alta calidad, categoría limpieza."
P0585,Verduras mixtas 141g,Congelado,17354.72,282,paquete,"Verduras mixtas 141g de alta calidad, categoría congelado."
P0586,Frijoles negros 214g,Abarrotes,8426.36,153,unidad,"Frijoles negros 214g de alta calidad, categoría abarrotes."
P0587,Manzana 151g,Frutas,14392.75,257,litro,"Manzana 151g de alta calidad, categoría frutas."
P0588,Queso mozzarella 136g,Lácteos,14946.86,194,litro,"Queso mozzarella 136g de alta calidad, categoría lácteos."
P0589,Yogur natural 424g,Lácteos,15821.69,165,paquete,"Yogur natural 424g de alta calidad, categoría lácteos."
P0590,Donas glaseadas 18g,Panadería,2212.35,173,paquete,"Donas glaseadas 18g de alta calidad, categoría panadería."
P0591,Cepillo dental 178g,Cuidado personal,6983.5,57,unidad,"Cepillo dental 178g de alta calidad, categoría cuidado personal."
P0592,Pizza congelada 223g,Congelado,5125.39,170,unidad,"Pizza congelada 223g de alta calidad, categoría congelado."
P0593,Naranja 256g,Frutas,3633.29,16,kg,"Naranja 256g de alta calidad, categoría frutas."
P0594,Refresco de cola 369g,Bebidas,5484.4,284,paquete,"Refresco de cola 369g de alta calidad, categoría bebidas."
P0595,Pechuga de pollo 18g,Carnes,2836.71,136,kg,"Pechuga de pollo 18g de alta calidad, categoría carnes."
P0596,Chuleta de cerdo 182g,Carnes,9778.62,241,litro,"Chuleta de cerdo 182g de alta calidad, categoría carnes."
P0597,Helado de chocolate 356g,Congelado,2073.67,55,kg,"Helado de chocolate 356g de alta calidad, categoría congelado."
P0598,Cloro 263g,Limpieza,9203.19,119,kg,"Cloro 263g de alta calidad, categoría limpieza."
P0599,Agua embotellada 360g,Bebidas,3044.02,31,kg,"Agua embotellada 360g de alta calidad, categoría bebidas."
P0600,Leche entera 138g,Lácteos,17841.98,70,litro,"Leche entera 138g de alta calidad, categoría lácteos."
P0601,Pizza congelada 266g,Congelado,16792.95,37,litro,"Pizza congelada 266g de alta calidad, categoría congelado."
P0602,Cepillo dental 88g,Cuidado personal,11602.35,28,litro,"Cepillo dental 88g de alta calidad, categoría cuidado personal."
P0603,Enjuague bucal 363g,Cuidado personal,7007.38,23,unidad,"Enjuague bucal 363g de alta calidad, categoría cuidado personal."
P0604,Enjuague bucal 394g,Cuidado personal,9987.73,14,kg,"Enjuague bucal 394g de alta calidad, categoría cuidado personal."
P0605,Crema facial 20g,Cuidado personal,13449.77,145,litro,"Crema facial 20g de alta calidad, categoría cuidado personal."
P0606,Sal yodada 124g,Abarrotes,10647.51,217,litro,"Sal yodada 124g de alta calidad, categoría abarrotes."
P0607,Piña 401g,Frutas,1127.36,175,kg,"Piña 401g de alta calidad, categoría frutas."
P0608,Fresa 63g,Frutas,1948.68,146,kg,"Fresa 63g de alta calidad, categoría frutas."
P0609,Jabón en barra 199g,Limpieza,14265.17,27,unidad,"Jabón en barra 199g de alta calidad, categoría limpieza."
P0610,Detergente líquido 66g,Limpieza,4114.84,37,paquete,"Detergente líquido 66g de alta calidad, categoría limpieza."
P0611,Pan baguette 227g,Panadería,1911.98,27,unidad,"Pan baguette 227g de alta calidad, categoría panadería."
P0612,Apio 350g,Verduras,18774.08,113,unidad,"Apio 350g de alta calidad, categoría verduras."
P0613,Desinfectante 130g,Limpieza,5503.16,234,unidad,"Desinfectante 130g de alta calidad, categoría limpieza."
P0614,Leche entera 70g,Lácteos,6779.32,65,litro,"Leche entera 70g de alta calidad, categoría lácteos."
P0615,Brócoli 142g,Verduras,19216.97,234,paquete,"Brócoli 142g de alta calidad, categoría verduras."
P0616,Leche entera 322g,Lácteos,6648.27,230,litro,"Leche entera 322g de alta calidad, categoría lácteos."
P0617,Pizza congelada 192g,Congelado,15703.5,183,litro,"Pizza congelada 192g de alta calidad, categoría congelado."
P0618,Costilla de cerdo 431g,Carnes,3785.4,245,litro,"Costilla de cerdo 431g de alta calidad, categoría carnes."
P0619,Frijoles negros 221g,Abarrotes,4113.17,75,unidad,"Frijoles negros 221g de alta calidad, categoría abarrotes."
P0620,Lomo de res 324g,Carnes,12736.92,254,kg,"Lomo de res 324g de alta calidad, categoría carnes."
P0621,Jabón líquido 245g,Cuidado personal,8185.92,14,litro,"Jabón líquido 245g de alta calidad, categoría cuidado personal."
P0622,Papaya 491g,Frutas,12696.26,97,paquete,"Papaya 491g de alta calidad, categoría frutas."
P0623,Lomo de res 45g,Carnes,16593.65,46,litro,"Lomo de res 45g de alta calidad, categoría carnes."
P0624,Pepino 19g,Verduras,5125.65,177,litro,"Pepino 19g de alta calidad, categoría verduras."
P0625,Café frío 396g,Bebidas,15223.1,140,paquete,"Café frío 396g de alta calidad, categoría bebidas."
P0626,Cebolla 141g,Verduras,5282.95,244,unidad,"Cebolla 141g de alta calidad, categoría verduras."
P0627,Queso cheddar 91g,Lácteos,10329.9,133,litro,"Queso cheddar 91g de alta calidad, categoría lácteos."
P0628,Lasaña congelada 324g,Congelado,1125.57,176,litro,"Lasaña congelada 324g de alta calidad, categoría congelado."
P0629,Galletas de avena 420g,Panadería,2627.18,285,litro,"Galletas de avena 420g de alta calidad, categoría panadería."
P0630,Frijoles negros 128g,Abarrotes,18337.48,106,litro,"Frijoles negros 128g de alta calidad, categoría abarrotes."
P0631,Salsa de tomate 192g,Abarrotes,3282.2,134,unidad,"Salsa de tomate 192g de alta calidad, categoría abarrotes."
P0632,Mantequilla 224g,Lácteos,17326.35,134,unidad,"Mantequilla 224g de alta calidad, categoría lácteos."
P0633,Enjuague bucal 63g,Cuidado personal,11883.46,273,litro,"Enjuague bucal 63g de alta calidad, categoría cuidado personal."
P0634,Suavizante de ropa 266g,Limpieza,1263.06,253,kg,"Suavizante de ropa 266g de alta calidad, categoría limpieza."
P0635,Frijoles negros 376g,Abarrotes,8101.52,99,unidad,"Frijoles negros 376g de alta calidad, categoría abarrotes."
P0636,Queso fresco 457g,Lácteos,13619.43,107,unidad,"Queso fresco 457g de alta calidad, categoría lácteos."
P0637,Lechuga 397g,Verduras,4551.46,282,litro,"Lechuga 397g de alta calidad, categoría verduras."
P0638,Galletas de avena 267g,Panadería,2868.68,62,litro,"Galletas de avena 267g de alta calidad, categoría panadería."
P0639,Café frío 399g,Bebidas,9230.89,119,paquete,"Café frío 399g de alta calidad, categoría bebidas."
P0640,Papas fritas congeladas 425g,Congelado,1998.72,82,kg,"Papas fritas congeladas 425g de alta calidad, categoría congelado."
P0641,Agua con gas 109g,Bebidas,16537.75,182,kg,"Agua con gas 109g de alta calidad, categoría bebidas."
P0642,Filete de pescado 327g,Carnes,5482.55,251,litro,"Filete de pescado 327g de alta calidad, categoría carnes."
P0643,Bollos dulces 223g,Panadería,1067.58,86,litro,"Bollos dulces 223g de alta calidad, categoría panadería."
P0644,Azúcar blanca 143g,Abarrotes,9162.94,268,unidad,"Azúcar blanca 143g de alta calidad, categoría abarrotes."
P0645,Crema agria 265g,Lácteos,15782.32,33,unidad,"Crema agria 265g de alta calidad, categoría lácteos."
P0646,Atún en lata 65g,Abarrotes,8807.13,140,paquete,"Atún en lata 65g de alta calidad, categoría abarrotes."
P0647,Nuggets de pollo 414g,Congelado,12429.32,140,paquete,"Nuggets de pollo 414g de alta calidad, categoría congelado."
P0648,Donas glaseadas 395g,Panadería,16769.61,235,litro,"Donas glaseadas 395g de alta calidad, categoría panadería."
P0649,Arroz 194g,Abarrotes,19776.68,110,paquete,"Arroz 194g de alta calidad, categoría abarrotes."
P0650,Yogur natural 160g,Lácteos,3316.43,174,litro,"Yogur natural 160g de alta calidad, categoría lácteos."
P0651,Desodorante 453g,Cuidado personal,19012.13,134,paquete,"Desodorante 453g de alta calidad, categoría cuidado personal."
P0652,Leche condensada 267g,Lácteos,2496.97,58,paquete,"Leche condensada 267g de alta calidad, categoría lácteos."
P0653,Sal yodada 381g,Abarrotes,4536.78,264,unidad,"Sal yodada 381g de alta calidad, categoría abarrotes."
P0654,Leche deslactosada 140g,Lácteos,8442.31,53,kg,"Leche deslactosada 140g de alta calidad, categoría lácteos."
P0655,Tomate 213g,Verduras,14797.11,242,litro,"Tomate 213g de alta calidad, categoría verduras."
P0656,Crema facial 226g,Cuidado personal,18098.2,123,litro,"Crema facial 226g de alta calidad, categoría cuidado personal."
P0657,Zanahoria 164g,Verduras,18823.9,234,paquete,"Zanahoria 164g de alta calidad, categoría verduras."
P0658,Empanadas congeladas 407g,Congelado,19052.79,202,unidad,"Empanadas congeladas 407g de alta calidad, categoría congelado."
P0659,Limpiavidrios 424g,Limpieza,2680.24,58,litro,"Limpiavidrios 424g de alta calidad, categoría limpieza."
P0660,Zanahoria 381g,Verduras,5065.16,44,paquete,"Zanahoria 381g de alta calidad, categoría verduras."
P0661,Donas glaseadas 54g,Panadería,8052.71,43,unidad,"Donas glaseadas 54g de alta calidad, categoría panadería."
P0662,Queso fresco 442g,Lácteos,11338.19,138,unidad,"Queso fresco 442g de alta calidad, categoría lácteos."
P0663,Coliflor 434g,Verduras,18021.16,288,kg,"Coliflor 434g de alta calidad, categoría verduras."
P0664,Enjuague bucal 498g,Cuidado personal,16741.35,38,unidad,"Enjuague bucal 498g de alta calidad, categoría cuidado personal."
P0665,Coliflor 128g,Verduras,12915.69,274,litro,"Coliflor 128g de alta calidad, categoría verduras."
P0666,Verduras mixtas 485g,Congelado,6950.76,84,unidad,"Verduras mixtas 485g de alta calidad, categoría congelado."
P0667,Fresa 406g,Frutas,15613.34,150,litro,"Fresa 406g de alta calidad, categoría frutas."
P0668,Vinagre blanco 311g,Abarrotes,12375.0,60,kg,"Vinagre blanco 311g de alta calidad, categoría abarrotes."
P0669,Bollos dulces 187g,Panadería,11389.13,249,unidad,"Bollos dulces 187g de alta calidad, categoría panadería."
P0670,Frijoles negros 312g,Abarrotes,16983.93,229,paquete,"Frijoles negros 312g de alta calidad, categoría abarrotes."
P0671,Tocino ahumado 144g,Carnes,3714.28,261,unidad,"Tocino ahumado 144g de alta calidad, categoría carnes."
P0672,Filete de pescado 177g,Carnes,6872.16,124,paquete,"Filete de pescado 177g de alta calidad, categoría carnes."
P0673,Refresco de cola 164g,Bebidas,2470.51,208,kg,"Refresco de cola 164g de alta calidad, categoría bebidas."
P0674,Cepillo dental 203g,Cuidado personal,18633.68,66,unidad,"Cepillo dental 203g de alta calidad, categoría cuidado personal."
P0675,Cebolla 126g,Verduras,16463.1,237,unidad,"Cebolla 126g de alta calidad, categoría verduras."
P0676,Pasta corta 160g,Abarrotes,9486.86,173,kg,"Pasta corta 160g de alta calidad, categoría abarrotes."
P0677,Pimiento 118g,Verduras,9166.36,58,unidad,"Pimiento 118g de alta calidad, categoría verduras."
P0678,Fresa 326g,Frutas,3832.76,237,paquete,"Fresa 326g de alta calidad, categoría frutas."
P0679,Lomo de res 257g,Carnes,6858.57,144,unidad,"Lomo de res 257g de alta calidad, categoría carnes."
P0680,Brócoli 317g,Verduras,13636.65,22,unidad,"Brócoli 317g de alta calidad, categoría verduras."
P0681,Pizza congelada 486g,Congelado,4970.79,32,unidad,"Pizza congelada 486g de alta calidad, categoría congelado."
P0682,Muslos de pollo 422g,Carnes,6024.83,201,kg,"Muslos de pollo 422g de alta calidad, categoría carnes."
P0683,Frijoles negros 345g,Abarrotes,3074.71,231,litro,"Frijoles negros 345g de alta calidad, categoría abarrotes."
P0684,Jugo de naranja 403g,Bebidas,13017.44,122,paquete,"Jugo de naranja 403g de alta calidad, categoría bebidas."
P0685,Té verde 198g,Bebidas,9074.6,136,unidad,"Té verde 198g de alta calidad, categoría bebidas."
P0686,Tocino ahumado 251g,Carnes,6332.22,175,unidad,"Tocino ahumado 251g de alta calidad, categoría carnes."
P0687,Filete de pescado 333g,Carnes,15061.09,296,paquete,"Filete de pescado 333g de alta calidad, categoría carnes."
P0688,Shampoo 480g,Cuidado personal,2408.1,21,paquete,"Shampoo 480g de alta calidad, categoría cuidado personal."
P0689,Melón 345g,Frutas,2429.21,295,kg,"Melón 345g de alta calidad, categoría frutas."
P0690,Té verde 334g,Bebidas,18553.97,106,kg,"Té verde 334g de alta calidad, categoría bebidas."
P0691,Jugo de naranja 474g,Bebidas,12147.53,129,paquete,"Jugo de naranja 474g de alta calidad, categoría bebidas."
P0692,Pan integral 47g,Panadería,15185.45,45,unidad,"Pan integral 47g de alta calidad, categoría panadería."
P0693,Mantequilla 199g,Lácteos,5119.91,229,unidad,"Mantequilla 199g de alta calidad, categoría lácteos."
P0694,Tomate 230g,Verduras,4541.43,44,unidad,"Tomate 230g de alta calidad, categoría verduras."
P0695,Limpiador de baño 428g,Limpieza,11250.1,65,litro,"Limpiador de baño 428g de alta calidad, categoría limpieza."
P0696,Pan de centeno 244g,Panadería,9533.64,95,paquete,"Pan de centeno 244g de alta calidad, categoría panadería."
P0697,Cerveza artesanal 398g,Bebidas,14845.46,28,unidad,"Cerveza artesanal 398g de alta calidad, categoría bebidas."
P0698,Pimiento 478g,Verduras,10105.62,172,paquete,"Pimiento 478g de alta calidad, categoría verduras."
P0699,Coliflor 468g,Verduras,1556.41,169,litro,"Coliflor 468g de alta calidad, categoría verduras."
P0700,Pan integral 495g,Panadería,9858.58,78,kg,"Pan integral 495g de alta calidad, categoría panadería."
P0701,Verduras mixtas 260g,Congelado,8765.12,139,paquete,"Verduras mixtas 260g de alta calidad, categoría congelado."
P0702,Crema corporal 185g,Cuidado personal,7557.0,86,litro,"Crema corporal 185g de alta calidad, categoría cuidado personal."
P0703,Uva 383g,Frutas,19361.81,55,litro,"Uva 383g de alta calidad, categoría frutas."
P0704,Suavizante de ropa 240g,Limpieza,6909.76,81,paquete,"Suavizante de ropa 240g de alta calidad, categoría limpieza."
P0705,Cerveza artesanal 168g,Bebidas,7426.94,251,paquete,"Cerveza artesanal 168g de alta calidad, categoría bebidas."
P0706,Banano 35g,Frutas,15022.02,242,paquete,"Banano 35g de alta calidad, categoría frutas."
P0707,Melón 455g,Frutas,15230.98,149,unidad,"Melón 455g de alta calidad, categoría frutas."
P0708,Cebolla 298g,Verduras,9958.71,161,kg,"Cebolla 298g de alta calidad, categoría verduras."
P0709,Jugo de piña 270g,Bebidas,2083.11,68,litro,"Jugo de piña 270g de alta calidad, categoría bebidas."
P0710,Jugo de naranja 241g,Bebidas,801.67,213,litro,"Jugo de naranja 241g de alta calidad, categoría bebidas."
P0711,Pan blanco 288g,Panadería,5588.24,214,unidad,"Pan blanco 288g de alta calidad, categoría panadería."
P0712,Papas fritas congeladas 302g,Congelado,6114.59,238,unidad,"Papas fritas congeladas 302g de alta calidad, categoría congelado."
P0713,Carne molida 263g,Carnes,18543.65,80,kg,"Carne molida 263g de alta calidad, categoría carnes."
P0714,Muslos de pollo 251g,Carnes,1651.12,209,litro,"Muslos de pollo 251g de alta calidad, categoría carnes."
P0715,Toallas húmedas 379g,Cuidado personal,6835.09,188,paquete,"Toallas húmedas 379g de alta calidad, categoría cuidado personal."
P0716,Jugo de piña 322g,Bebidas,18618.8,109,unidad,"Jugo de piña 322g de alta calidad, categoría bebidas."
P0717,Limpiador de baño 320g,Limpieza,9678.48,95,kg,"Limpiador de baño 320g de alta calidad, categoría limpieza."
P0718,Salchichas 74g,Carnes,10489.99,248,litro,"Salchichas 74g de alta calidad, categoría carnes."
P0719,Nuggets de pollo 194g,Congelado,969.17,241,paquete,"Nuggets de pollo 194g de alta calidad, categoría congelado."
P0720,Leche condensada 25g,Lácteos,7389.68,249,litro,"Leche condensada 25g de alta calidad, categoría lácteos."
P0721,Pasta corta 409g,Abarrotes,5089.07,61,unidad,"Pasta corta 409g de alta calidad, categoría abarrotes."
P0722,Toallas húmedas 69g,Cuidado personal,16808.97,240,litro,"Toallas húmedas 69g de alta calidad, categoría cuidado personal."
P0723,Toallas desinfectantes 306g,Limpieza,4113.44,149,kg,"Toallas desinfectantes 306g de alta calidad, categoría limpieza."
P0724,Pan de centeno 471g,Panadería,14682.92,46,litro,"Pan de centeno 471g de alta calidad, categoría panadería."
P0725,Limpiapisos 47g,Limpieza,8276.24,187,unidad,"Limpiapisos 47g de alta calidad, categoría limpieza."
P0726,Aceite vegetal 341g,Abarrotes,8844.18,239,unidad,"Aceite vegetal 341g de alta calidad, categoría abarrotes."
P0727,Bollos dulces 229g,Panadería,10912.17,158,unidad,"Bollos dulces 229g de alta calidad, categoría panadería."
P0728,Vinagre blanco 421g,Abarrotes,3709.12,36,paquete,"Vinagre blanco 421g de alta calidad, categoría abarrotes."
P0729,Pan blanco 238g,Panadería,1033.12,140,paquete,"Pan blanco 238g de alta calidad, categoría panadería."
P0730,Frijoles negros 18g,Abarrotes,3127.12,111,litro,"Frijoles negros 18g de alta calidad, categoría abarrotes."
P0731,Donas glaseadas 98g,Panadería,9358.6,222,paquete,"Donas glaseadas 98g de alta calidad, categoría panadería."
P0732,Pasta dental 65g,Cuidado personal,1963.32,237,litro,"Pasta dental 65g de alta calidad, categoría cuidado personal."
P0733,Carne molida 373g,Carnes,14060.03,108,paquete,"Carne molida 373g de alta calidad, categoría carnes."
P0734,Manzana 233g,Frutas,9569.36,259,unidad,"Manzana 233g de alta calidad, categoría frutas."
P0735,Toallas desinfectantes 345g,Limpieza,15732.29,95,unidad,"Toallas desinfectantes 345g de alta calidad, categoría limpieza."
